Rectangles Set 1:
90,9
154,52
99,100
137,66
126,24
20,14
146,85
191,48
103,9
105,7
162,63
87,90
23,23
148,64
11,87
79,43

Rectangles Set 18:
51,1
163,39
82,33
197,49
33,94
22,75
91,92
99,95
76,24
166,8
5,4
55,71
7,11
114,81
151,77
132,40
101,28
181,2
62,53
114,5
119,5
194,63
169,8
194,50
56,41
62,4
107,29
153,24
71,100
174,25
184,2
10,34
152,85
61,8
135,1
89,52
163,22
180,86
77,27
152,89
154,40
193,81
177,29
115,47
16,53
109,27
129,68
99,81
147,74
95,89

Rectangles Set 19:
1,31
10,11
62,37
168,88
24,12
57,82
118,84
116,28
1,29
195,63
9,96
17,22
12,23
126,2
96,14
176,98
74,35
15,21
150,3
171,46
14,45
166,37
85,44
77,64
186,55
4,88
61,96
40,44
34,68
23,2
37,30
50,89
91,61
13,54
177,9
162,8
149,11
80,56
149,90
127,5
13,5
174,96
37,19
33,22
142,9
157,10
158,20
104,4
39,23
109,71

Rectangles Set 20:
179,20
28,82
181,4
75,99
69,33
144,53
126,49
187,68
64,27
87,20
171,7
148,82
158,58
63,27
83,79
39,12
72,41
50,33
22,7
197,55
93,94
139,89
103,50
172,4
141,21
126,53
75,4
164,62
95,64
102,18
138,31
48,68
38,55
118,25
171,19
107,7
83,53
60,14
78,36
43,71
188,98
54,66
103,72
196,7
38,25
99,45
76,67
24,87
163,32
181,65

